source,project,author,url,statusCode,category,method,finalUrl,error
indexoteca,Felicidad Pública,Felicidad Pública,https://felicidadpublica.cl,200,ok,HEAD,https://felicidadpublica.cl/,
indexoteca,Otros Pérez,Otros Pérez,http://otrosperez.com/,200,ok,HEAD,https://otrosperez.com/,
indexoteca,Gaggeroworks,Gaggeroworks,http://gaggeroworks.co.uk/,200,ok,HEAD,https://www.gaggeroworks.co.uk/,
indexoteca,Estudio Postal,Estudio Postal,https://www.estudiopostal.cl/,200,ok,HEAD,https://www.estudiopostal.cl/,
indexoteca,10:10,10:10,https://www.diezdiez.com/,200,ok,HEAD,https://www.diezdiez.com/,
indexoteca,Design Systems International,Design Systems International,https://designsystems.international/,200,ok,HEAD,https://designsystems.international/,
indexoteca,IV Studio,IV Studio,https://www.ivestudio.com,200,ok,HEAD,https://www.ivestudio.com/,
indexoteca,Almabrands,Almabrands,https://www.almabrands.com,200,ok,HEAD,https://www.almabrands.com/,
indexoteca,ANTS,ANTS,https://ants.cl,200,ok,HEAD,https://ants.cl/,
indexoteca,BAFE Studio,BAFE Studio,https://bafestudio.com,200,ok,HEAD,https://bafestudio.com/,
indexoteca,Bang Creative,Bang Creative,https://bang.cl,,dns_error,error,https://bang.cl,fetch failed
indexoteca,Baobab,Baobab,https://baobabdiseno.com,200,ok,HEAD,https://www.baobabdiseno.com/,
indexoteca,BBK,BBK,https://bbkgroup.com,200,ok,HEAD,https://www.bbkgroup.com/,
indexoteca,BITPLAY,BITPLAY,https://bitplay.cl,200,ok,HEAD,https://bitplay.cl/,
indexoteca,BlancaEstudio,BlancaEstudio,https://blancaestudio.cl,200,ok,HEAD,https://www.blancaestudio.com/,
indexoteca,Bonnet Estudio,Bonnet Estudio,https://bonnet.cl,,dns_error,error,https://bonnet.cl,fetch failed
indexoteca,Buendía,Buendía,https://buendia.cl,200,ok,HEAD,https://buendia.cl/,
indexoteca,Caja Muebles,Caja Muebles,https://cajamuebles.cl,,dns_error,error,https://cajamuebles.cl,fetch failed
indexoteca,CINCEL,CINCEL,https://cincel.cl,200,ok,HEAD,https://cincel.cl/,
indexoteca,CQ,CQ,https://cq.cl,,dns_error,error,https://cq.cl,fetch failed
indexoteca,DA,DA,https://da.cl,200,ok,HEAD,https://da.cl/,
indexoteca,Diegonciox,Diegonciox,https://diegonciox.com,200,ok,HEAD,https://www.diegonciox.cl/,
indexoteca,Doblegiro,Doblegiro,https://doblegiro.cl,200,ok,HEAD,https://www.doblegiro.cl/,
indexoteca,Estudio MR,Estudio MR,https://estudiomr.cl,200,ok,HEAD,https://estudiomr.cl/,
indexoteca,Freaktools,Freaktools,https://freaktools.cl,200,ok,HEAD,https://freaktools.cl/,
indexoteca,FutureBrand,FutureBrand,https://futurebrand.com,200,ok,HEAD,https://www.futurebrand.com/,
indexoteca,Gorila Amarillo,Gorila Amarillo,https://gorilaamarillo.cl,,dns_error,error,https://gorilaamarillo.cl,fetch failed
indexoteca,Grupo Oxígeno,Grupo Oxígeno,https://grupoxigeno.cl,200,ok,HEAD,https://grupoxigeno.cl/,
indexoteca,Humano,Humano,https://somoshumano.cl,200,ok,HEAD,https://www.somoshumano.cl/,
indexoteca,Infografías.cl,Infografías.cl,https://infografias.cl,404,broken,HEAD,https://infografias.cl/,
indexoteca,Kathryn Gillmore,Kathryn Gillmore,https://kathryngillmore.com,,dns_error,error,https://kathryngillmore.com,fetch failed
indexoteca,Kondimento,Kondimento,https://kondimento.cl,200,ok,HEAD,https://kondimento.cl/,
indexoteca,Latinotype,Latinotype,https://latinotype.com,200,ok,HEAD,https://www.latinotype.com/,
indexoteca,Lebran,Lebran,https://lebran.cl,200,ok,HEAD,https://lebran.cl/,
indexoteca,Leyton Arquitectos,Leyton Arquitectos,https://leytonarquitectos.cl,200,ok,HEAD,https://www.leytonarquitectos.cl/,
indexoteca,Litio Diseño,Litio Diseño,https://litiodiseno.cl,200,ok,HEAD,https://www.litiodiseno.cl/,
indexoteca,Mandarina,Mandarina,https://mandarina.cl,200,ok,HEAD,https://mandarina.cl/,
indexoteca,MMÍA Studio,MMÍA Studio,https://mmia.studio,200,ok,HEAD,https://mmia.studio/,
indexoteca,Medular,Medular,https://medular.cl,200,ok,HEAD,https://medular.cl/,
indexoteca,Nueve Design Studio,Nueve Design Studio,https://nuevedesignstudio.cl,,dns_error,error,https://nuevedesignstudio.cl,fetch failed
indexoteca,OARQUITECTOS,OARQUITECTOS,https://oarquitectos.cl,200,ok,HEAD,https://www.oarquitectos.cl/,
indexoteca,OPENART,OPENART,https://openart.cl,200,ok,HEAD,https://www.openart.cl/,
indexoteca,Orlando Gatica,Orlando Gatica,https://orlandogatica.com,200,ok,HEAD,https://www.orlandogatica.com/,
indexoteca,DEO,DEO,https://deo.cl,200,ok,HEAD,https://deo.cl/,
indexoteca,Visualógica,Visualógica,https://visualogica.com,200,ok,HEAD,https://visualogica.com/,
indexoteca,Siente Cinco,Siente Cinco,https://branding.sientecinco.cl,200,ok,HEAD,https://branding.sientecinco.cl/,
indexoteca,Draft,Draft,https://draft.cl,200,ok,HEAD,https://draft.cl/,
indexoteca,SUMO,SUMO,https://www.sumo.cl,200,ok,HEAD,https://www.sumo.cl/,
indexoteca,JVD,JVD,https://www.instagram.com/jvd_estudio/?hl=es,200,ok,HEAD,https://www.instagram.com/jvd_estudio/?hl=es,
referencioteca,Encontrarse en la forma,Ignacia Santillán,https://www.behance.net/gallery/160223073/encontrarse-en-la-forma,200,ok,HEAD,https://www.behance.net/gallery/160223073/encontrarse-en-la-forma,
referencioteca,L'uccello,Weichi He,https://weichi.works/L-ucello,200,ok,HEAD,https://weichi.works/L-ucello,
referencioteca,Max Fett Specimen,Weichi He,https://weichi.works/Max-Fett-Specimen,200,ok,HEAD,https://weichi.works/Max-Fett-Specimen,
referencioteca,Me gusta mucho aquí,Ignacia Santillán,https://www.instagram.com/p/DPEx3F9j9wF/,200,ok,HEAD,https://www.instagram.com/p/DPEx3F9j9wF/,
referencioteca,Otras formas de medir el tiempo,Ignacia Santillán,https://www.instagram.com/reel/DQ4wuXaD_i9/?igsh=dTFpaWQ2OHgzMTRq,200,ok,HEAD,https://www.instagram.com/reel/DQ4wuXaD_i9/?igsh=dTFpaWQ2OHgzMTRq,
referencioteca,Rayo de luz,Gracia González,https://graciastudio.cl/15/,200,ok,HEAD,https://graciastudio.cl/15/,
referencioteca,Fundación FIT,Gracia González,https://graciastudio.cl/68/,200,ok,HEAD,https://graciastudio.cl/68/,
referencioteca,Retorno,"Catalina Uribe, Andres Miquel",https://www.instagram.com/p/DPO39QgDY3z/?img_index=0,200,ok,HEAD,https://www.instagram.com/p/DPO39QgDY3z/?img_index=0,
referencioteca,Retorno,"Andres Miquel, Catalina Uribe",https://www.instagram.com/p/DPO39QgDY3z/?img_index=1,200,ok,HEAD,https://www.instagram.com/p/DPO39QgDY3z/?img_index=1,
referencioteca,A Life in a Year,Paula Santa María,https://paulasantamaria.netlify.app/,200,ok,HEAD,https://paulasantamaria.netlify.app/,
referencioteca,Bombus Chilensis,"María Jesús Pinto, Victoria De la Maza",https://www.instagram.com/bombuschilensis,200,ok,HEAD,https://www.instagram.com/bombuschilensis,
referencioteca,Bombus Chilensis,"María Jesús Pinto, Victoria De la Maza",https://www.behance.net/gallery/204989195/Bombus-Chilensis,200,ok,HEAD,https://www.behance.net/gallery/204989195/Bombus-Chilensis,
referencioteca,Misc,Matías Vial,https://ilmato.com/paloma-mami-1,200,ok,HEAD,https://ilmato.com/paloma-mami-1,
referencioteca,INSTRUCCIONES PARA DIBUJAR SU CAMINAR,Sofía Garrido,https://sofiagarrido.work/Instrucciones,404,broken,HEAD,https://sofiagarrido.work/Instrucciones,
referencioteca,Magma Magazine,Sofía Garrido,https://sofiagarrido.work/Magma-Magazine,404,broken,HEAD,https://sofiagarrido.work/Magma-Magazine,
referencioteca,Consideraciones Generales,Vicente Acuña,https://open.spotify.com/intl-es/album/6b3ijspHJK294Ao2HM5eWJ?si=e_KzcDHuTmabWIE5BYPMFA,200,ok,HEAD,https://open.spotify.com/intl-es/album/6b3ijspHJK294Ao2HM5eWJ?si=e_KzcDHuTmabWIE5BYPMFA,
referencioteca,SIENTO EL VIENTO,Gracia González,https://graciastudio.cl/,200,ok,HEAD,https://graciastudio.cl/,
